a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|a man/horse/unit;an aunt/egg/hour/X-ray;I can only carry two at a time.;There's a visitor for you.;She's a friend of my father's (= one of my father's friends).|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
coffee|coffee|noun|A1|the roasted seeds (called coffee beans) of a tropical bush; a powder made from them|/ˈkɒfi/|/ˈkɔːfi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cof/coffe/coffee__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cof/coffe/coffee__us_1_rr.mp3|ground/real/instant coffee;decaffeinated coffee;a jar of coffee;a blend of Brazilian and Colombian coffees;a coffee plantation;coffee ice cream;coffee beans|https://www.oxfordlearnersdictionaries.com/definition/english/coffee
coin_1|coin|noun|B1|a small flat piece of metal used as money|/kɔɪn/|/kɔɪn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coi/coin_/coin__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coi/coin_/coin__us_1.mp3|gold coins;a pound/euro/dollar coin;They flipped a coin to see who should go first.;You might as well toss a coin to decide.;A coin toss has decided the lucky winner. |https://www.oxfordlearnersdictionaries.com/definition/english/coin_1
cold_1|cold|adjective|A1|having a lower than usual temperature; having a temperature lower than the human body|/kəʊld/|/kəʊld/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/cold_/cold__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/cold_/cold__us_1.mp3|I'm cold. Turn the heating up.;to feel cold ;cold weather/temperatures/air;a cold day/night/winter/wind;a cold room/house;cold hands and feet;a cold beer;hot and cold water in every room;I was thoroughly cold and wet now.;It's freezing cold.;Hurry up—your dinner's getting cold;a bitterly cold morning;You look cold. Do you want to go back indoors?;Isn't it cold today?;It has suddenly turned very cold.;the coldest May on record; (British English) The water has gone cold.|https://www.oxfordlearnersdictionaries.com/definition/english/cold_1
cold_2|cold|noun|A1|a common illness that affects the nose and/or throat, making you cough, sneeze, etc.|/kəʊld/|/kəʊld/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/cold_/cold__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/cold_/cold__us_1.mp3|I've got a cold.;to have a cold;a bad/heavy/slight/nasty cold;to catch a cold;If you stay out in the rain you'll catch cold!;to get a cold;She was suffering from a cold.|https://www.oxfordlearnersdictionaries.com/definition/english/cold_2
collapse_2|collapse|noun|B2|a sudden failure of something, such as an institution, a business or a course of action|/kəˈlæps/|/kəˈlæps/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colla/collapse__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colla/collapse__us_1.mp3|the collapse of the Soviet Union;The peace talks were on the verge of collapse.;a decision which will push the country a step closer to economic collapse ;the collapse of law and order in the area;They thought their strategy would cause the collapse of the regime.;The articles they published led to the collapse of the trial.;The present system is on the brink of collapse.|https://www.oxfordlearnersdictionaries.com/definition/english/collapse_2
collapse_1|collapse|verb|B2|to fall down or fall in suddenly, often after breaking apart|/kəˈlæps/|/kəˈlæps/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colla/collapse__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colla/collapse__us_1.mp3|The roof collapsed under the weight of snow.;The building had partially collapsed.|https://www.oxfordlearnersdictionaries.com/definition/english/collapse_1
colleague|colleague|noun|A2|a person that you work with, especially in a profession or a business|/ˈkɒliːɡ/|/ˈkɑːliːɡ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colle/colleague__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colle/colleague__us_1.mp3|work/senior/male colleagues;We were friends and colleagues for more than 20 years.;some of his former colleagues on the council;the Prime Minister and his Cabinet colleagues ;Scientists are now working with colleagues in Arizona to develop a working model.;He is described by party colleagues as a workaholic.;Russinova and her colleagues found that 74% of participants had held the same job for 24 months or longer.;I've talked to colleagues at other universities about it.;colleagues in the IT department;a colleague of mine from the office|https://www.oxfordlearnersdictionaries.com/definition/english/colleague
collect_2|collect|verb|A2|to bring things together from different people or places|/kəˈlekt/|/kəˈlekt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colle/collect__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colle/collect__us_1.mp3| collect something to collect data/evidence/information;We're collecting signatures for a petition.;The purpose of his trip was to collect material for a book.; collect something from somebody/something Samples were collected from over 200 patients.;an analysis of 400 specimens collected from 12 localities;We've been collecting data from various sources.|https://www.oxfordlearnersdictionaries.com/definition/english/collect_2
collection|collection|noun|B1|a group of objects, often of the same sort, that have been collected|/kəˈlekʃn/|/kəˈlekʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colle/collection__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colle/collection__us_1.mp3|He wanted to share his vast art collection with the world.;a stamp/coin/record collection; collection of something an extensive collection of war photographs;The painting comes from his private collection.|https://www.oxfordlearnersdictionaries.com/definition/english/collection
college|college|noun|A1|(in the UK) a place where students go to study or to receive training after they have left school|/ˈkɒlɪdʒ/|/ˈkɑːlɪdʒ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colle/college__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colle/college__us_1.mp3|a secretarial college;the Royal College of Art;a college course/student;She wanted to go to college to become a nurse.; at college She's at college.|https://www.oxfordlearnersdictionaries.com/definition/english/college
colour_1|colour|noun|A1|the appearance that things have that results from the way in which they reflect light. Red, orange and green are colours.|/ˈkʌlə(r)/|/ˈkʌlər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colou/colour__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colou/colour__us_2.mp3|What's your favourite colour?;bright/vibrant/bold colours;She always wears dark colours.;I'd like to paint this room in a lighter colour.;a warm colour palette (= the range of colours used for something);available in 12 different colours;the colour of the sky;skin/hair colour; in colour red/green/blue, etc. in colour;Her hair is a reddish-brown colour.;The stage lights changed colour from red to blue.;Foods which go through a factory process lose much of their colour, flavour and texture.|https://www.oxfordlearnersdictionaries.com/definition/english/colour_1
coloured_1|coloured|adjective|B1|having a particular colour or different colours|/ˈkʌləd/|/ˈkʌlərd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colou/coloured__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colou/coloured__us_1.mp3|brightly coloured balloons;He uses ink and coloured pencils in his drawings.;The street was ablaze with coloured lights.;vases made of coloured glass;dark-coloured jeans;She was wearing a cream-coloured suit.;The words are written in a different-coloured ink.|https://www.oxfordlearnersdictionaries.com/definition/english/coloured_1
column|column|noun|A2|one of the straight sections from top to bottom into which text on a page or screen is divided|/ˈkɒləm/|/ˈkɑːləm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colum/column__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colum/column__us_1.mp3|a dictionary with two columns per page; column of something a column of text;at the bottom of the right-hand column of this page;The website has an attractive two-column format.; in a column Click on the name of your account in the left-hand column.;Put a mark in the appropriate column.|https://www.oxfordlearnersdictionaries.com/definition/english/column
combination|combination|noun|B2|two or more things joined or mixed together to form a single unit|/ˌkɒmbɪˈneɪʃn/|/ˌkɑːmbɪˈneɪʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/combi/combination__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/combi/combination__us_1.mp3| combination of something The tragedy was due to a combination of factors.;They recommend reducing expenditure, increasing taxes, or a combination of the two.;his unique combination of skills;His treatment was a combination of surgery, radiation and drugs.;What an unusual combination of flavours!;Try different combinations of exotic fruit in a fresh fruit salad.;The best approach may well be to use a combination of both methods.;Technology and good management. That's a winning combination (= one that will certainly be successful).;With 11 languages, the number of possible combinations, translating one into another, is 110.;Many course combinations are possible.; in a combination They continue to record and play concerts solo and in various combinations.|https://www.oxfordlearnersdictionaries.com/definition/english/combination
combine_1|combine|verb|B1|to come together to form a single thing or group; to join two or more things or groups together to form a single one|/kəmˈbaɪn/|/kəmˈbaɪn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/combi/combine__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/combi/combine__us_1.mp3| combine to do something Hydrogen and oxygen combine to form water.;Several factors had combined to ruin our plans.; combine with something (to do something) Hydrogen combines with oxygen to form water.;Archaeological and historical evidence combine to create a picture of what life must have been like at that time.; combine something a style that combines elements of tap, ballet and modern dance; I like to travel and make films, and I'm now able to combine the two.; combine A with B Combine the eggs with a little flour.; combine A and B (together) Combine the eggs and the flour.; combine something into something Small units, such as words, can be combined into larger units, such as clauses.|https://www.oxfordlearnersdictionaries.com/definition/english/combine_1
come_1|come|verb|A1|to move to or towards a person or place|/kʌm/|/kʌm/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/come_/come__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/come_/come__us_1.mp3| + adv./prep. He left and said he was never coming back.;He came into the room and shut the door.;She comes to work by bus.;My son is coming home soon.;Come here!;Come and see us soon!;Here comes Jo! (= Jo is coming);There's a storm coming.; come to do something They're coming to stay for a week.|https://www.oxfordlearnersdictionaries.com/definition/english/come_1
comedy|comedy|noun|A2|a play, film or TV show that is intended to be funny, usually with a happy ending; plays, films and TV shows of this type|/ˈkɒmədi/|/ˈkɑːmədi/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comed/comedy__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comed/comedy__us_1.mp3|a romantic comedy;a black comedy (= a play or film that deals with unpleasant or terrible things in a humorous way);a slapstick comedy;He moved to Los Angeles to write comedy.; comedy about somebody/something a comedy about an eccentric family;She went on to star in a hit comedy series. ;His TV comedy shows ran during the 70s and 80s.;a comedy series/show|https://www.oxfordlearnersdictionaries.com/definition/english/comedy
